日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2019/9/27,'399300,沪深300,3852.6534,3859.5003,3832.2466,3843.4584,3841.1388,11.5146,0.2998,7400394700,1.09E+11
2019/9/26,'399300,沪深300,3841.1388,3890.7452,3840.2472,3884.7022,3870.9837,-29.8449,-0.771,10269830100,1.51E+11
2019/9/25,'399300,沪深300,3870.9837,3889.839,3867.2277,3887.5548,3901.0758,-30.0921,-0.7714,8952083500,1.33E+11
2019/9/24,'399300,沪深300,3901.0758,3927.0115,3886.1404,3895.8661,3890.6616,10.4142,0.2677,8778323000,1.42E+11
2019/9/23,'399300,沪深300,3890.6616,3925.1858,3868.214,3925.1858,3935.6511,-44.9895,-1.1431,9403622500,1.39E+11
2019/9/20,'399300,沪深300,3935.6511,3942.224,3921.4124,3933.4594,3924.3823,11.2688,0.2871,10345595500,1.53E+11
2019/9/19,'399300,沪深300,3924.3823,3924.3823,3897.0666,3923.9631,3910.0837,14.2986,0.3657,8598423800,1.27E+11
2019/9/18,'399300,沪深300,3910.0837,3923.1462,3902.5109,3902.9947,3891.2208,18.8629,0.4848,8205615200,1.30E+11
2019/9/17,'399300,沪深300,3891.2208,3947.1577,3879.4852,3947.1577,3957.7154,-66.4946,-1.6801,11369431700,1.55E+11
2019/9/16,'399300,沪深300,3957.7154,3982.204,3943.3734,3981.3616,3972.3799,-14.6645,-0.3692,11025980500,1.55E+11
2019/9/12,'399300,沪深300,3972.3799,3975.9311,3933.4366,3944.6917,3930.0999,42.28,1.0758,11024127300,1.57E+11
2019/9/11,'399300,沪深300,3930.0999,3971.2237,3922.9531,3969.6757,3959.265,-29.1651,-0.7366,13159487500,1.90E+11
2019/9/10,'399300,沪深300,3959.265,3976.9225,3938.7441,3976.8697,3972.9484,-13.6834,-0.3444,13088938600,1.84E+11
2019/9/9,'399300,沪深300,3972.9484,3985.239,3954.8755,3980.9577,3948.5075,24.4409,0.619,14680975400,2.10E+11
2019/9/6,'399300,沪深300,3948.5075,3948.5397,3922.3361,3946.6854,3925.323,23.1845,0.5906,12188237600,1.82E+11
2019/9/5,'399300,沪深300,3925.323,3970.0038,3909.2087,3909.2087,3886.0012,39.3218,1.0119,18165623100,2.45E+11
2019/9/4,'399300,沪深300,3886.0012,3886.0012,3846.4215,3848.6483,3853.6106,32.3906,0.8405,12662861500,1.77E+11
2019/9/3,'399300,沪深300,3853.6106,3856.6813,3833.7571,3852.5794,3848.3198,5.2908,0.1375,9771463100,1.46E+11
2019/9/2,'399300,沪深300,3848.3198,3855.7768,3799.8166,3803.689,3799.5863,48.7335,1.2826,11028934900,1.65E+11
2019/8/30,'399300,沪深300,3799.5863,3828.9698,3778.9189,3816.678,3790.1867,9.3996,0.248,9669515000,1.52E+11
2019/8/29,'399300,沪深300,3790.1867,3808.5954,3774.3968,3805.494,3802.5844,-12.3977,-0.326,8408338700,1.26E+11
2019/8/28,'399300,沪深300,3802.5844,3822.5883,3790.1384,3818.8125,3816.9459,-14.3615,-0.3763,8875081200,1.38E+11
2019/8/27,'399300,沪深300,3816.9459,3848.2358,3790.873,3791.4587,3765.9105,51.0354,1.3552,12473147800,1.82E+11
2019/8/26,'399300,沪深300,3765.9105,3778.8665,3753.1646,3756.3618,3820.8638,-54.9533,-1.4382,9385926900,1.42E+11
2019/8/23,'399300,沪深300,3820.8638,3829.3607,3788.0345,3796.8821,3793.5061,27.3577,0.7212,8795458300,1.38E+11
2019/8/22,'399300,沪深300,3793.5061,3797.329,3771.2048,3793.8552,3781.7579,11.7482,0.3107,8580779200,1.21E+11
2019/8/21,'399300,沪深300,3781.7579,3792.5955,3775.4474,3778.3091,3787.7324,-5.9745,-0.1577,8229988000,1.22E+11
2019/8/20,'399300,沪深300,3787.7324,3799.8977,3778.7306,3786.026,3791.0946,-3.3622,-0.0887,10860208800,1.49E+11
2019/8/19,'399300,沪深300,3791.0946,3791.0946,3720.6894,3736.0344,3710.5386,80.556,2.171,13932701300,1.95E+11
2019/8/16,'399300,沪深300,3710.5386,3738.0964,3687.0751,3697.9407,3694.0006,16.538,0.4477,8831916900,1.33E+11
2019/8/15,'399300,沪深300,3694.0006,3694.2985,3612.1108,3618.0092,3682.4015,11.5991,0.315,8859883200,1.19E+11
2019/8/14,'399300,沪深300,3682.4015,3717.5579,3680.6086,3712.0657,3665.7515,16.65,0.4542,9120259000,1.28E+11
2019/8/13,'399300,沪深300,3665.7515,3686.4302,3658.0126,3675.5868,3699.1047,-33.3532,-0.9017,7650030200,1.04E+11
2019/8/12,'399300,沪深300,3699.1047,3699.1047,3643.3161,3647.8661,3633.5296,65.5751,1.8047,8208305600,1.21E+11
2019/8/9,'399300,沪深300,3633.5296,3689.1774,3628.1163,3686.7493,3669.2936,-35.764,-0.9747,8529558000,1.16E+11
2019/8/8,'399300,沪深300,3669.2936,3675.4603,3646.9386,3651.3571,3621.431,47.8626,1.3216,8845770700,1.15E+11
2019/8/7,'399300,沪深300,3621.431,3659.0778,3621.431,3654.6323,3636.3289,-14.8979,-0.4097,8423871600,1.09E+11
2019/8/6,'399300,沪深300,3636.3289,3649.8953,3575.8626,3609.1118,3675.6884,-39.3595,-1.0708,12983387100,1.67E+11
2019/8/5,'399300,沪深300,3675.6884,3739.5031,3675.6884,3724.4097,3747.4379,-71.7495,-1.9146,10132598100,1.33E+11
2019/8/2,'399300,沪深300,3747.4379,3754.5326,3720.0584,3729.1309,3803.4694,-56.0315,-1.4732,10833589700,1.42E+11
2019/8/1,'399300,沪深300,3803.4694,3831.2641,3791.546,3819.3242,3835.3589,-31.8895,-0.8315,8411418000,1.18E+11
2019/7/31,'399300,沪深300,3835.3589,3856.745,3830.0914,3856.745,3870.3176,-34.9587,-0.9033,8215115500,1.11E+11
2019/7/30,'399300,沪深300,3870.3176,3890.7298,3861.5698,3861.5698,3854.2704,16.0472,0.4163,9412395500,1.20E+11
2019/7/29,'399300,沪深300,3854.2704,3862.7467,3842.426,3857.9394,3858.5688,-4.2984,-0.1114,8481437000,1.12E+11
2019/7/26,'399300,沪深300,3858.5688,3863.5878,3832.5223,3835.2281,3851.0665,7.5023,0.1948,8325930000,1.11E+11
2019/7/25,'399300,沪深300,3851.0665,3851.0665,3812.9532,3821.3898,3819.8325,31.234,0.8177,9374041700,1.26E+11
2019/7/24,'399300,沪深300,3819.8325,3840.0579,3803.5738,3803.5867,3789.9135,29.919,0.7894,9094068400,1.30E+11
2019/7/23,'399300,沪深300,3789.9135,3792.9647,3768.7614,3783.5411,3781.6832,8.2303,0.2176,7131334600,1.04E+11
2019/7/22,'399300,沪深300,3781.6832,3816.5387,3765.4428,3813.5022,3807.9551,-26.2719,-0.6899,9210137700,1.18E+11
2019/7/19,'399300,沪深300,3807.9551,3828.1514,3787.5079,3787.5079,3768.4019,39.5532,1.0496,8808614900,1.18E+11
2019/7/18,'399300,沪深300,3768.4019,3793.3916,3767.9958,3793.1893,3804.6384,-36.2365,-0.9524,8749644500,1.12E+11
2019/7/17,'399300,沪深300,3804.6384,3820.2713,3787.8973,3800.1064,3806.8449,-2.2065,-0.058,9518388500,1.17E+11
2019/7/16,'399300,沪深300,3806.8449,3828.3256,3799.8665,3819.2474,3824.1878,-17.3429,-0.4535,8073095200,1.08E+11
2019/7/15,'399300,沪深300,3824.1878,3844.8683,3745.8549,3792.6409,3808.7311,15.4567,0.4058,10120522200,1.42E+11
2019/7/12,'399300,沪深300,3808.7311,3820.2354,3774.5224,3783.0733,3785.221,23.5101,0.6211,7546596700,1.07E+11
2019/7/11,'399300,沪深300,3785.221,3830.7387,3774.4137,3806.1855,3786.739,-1.518,-0.0401,7531196500,1.14E+11
2019/7/10,'399300,沪深300,3786.739,3810.396,3774.2304,3807.9497,3793.1297,-6.3907,-0.1685,7283394800,1.01E+11
2019/7/9,'399300,沪深300,3793.1297,3811.0993,3774.7641,3798.0954,3802.7897,-9.66,-0.254,7484273200,1.13E+11
2019/7/8,'399300,沪深300,3802.7897,3875.7547,3775.0259,3875.7547,3893.2025,-90.4128,-2.3223,10953908600,1.47E+11
2019/7/5,'399300,沪深300,3893.2025,3900.3095,3857.928,3875.3736,3873.1019,20.1006,0.519,7400652700,1.16E+11
2019/7/4,'399300,沪深300,3873.1019,3906.8894,3854.693,3895.1978,3893.5341,-20.4322,-0.5248,9934225600,1.43E+11
2019/7/3,'399300,沪深300,3893.5341,3927.4365,3878.8405,3927.4365,3937.1691,-43.635,-1.1083,11199260300,1.63E+11
2019/7/2,'399300,沪深300,3937.1691,3942.4257,3918.9378,3931.0486,3935.8116,1.3575,0.0345,13186349600,1.74E+11
2019/7/1,'399300,沪深300,3935.8116,3936.668,3886.909,3899.3313,3825.5873,110.2243,2.8812,15837034000,2.17E+11
2019/6/28,'399300,沪深300,3825.5873,3835.2326,3803.0546,3832.0599,3834.8172,-9.2299,-0.2407,8476613900,1.17E+11
2019/6/27,'399300,沪深300,3834.8172,3854.0801,3805.8328,3807.5376,3794.331,40.4862,1.067,10531635800,1.56E+11
2019/6/26,'399300,沪深300,3794.331,3809.758,3771.7164,3779.5125,3801.3098,-6.9788,-0.1836,8182028300,1.12E+11
2019/6/25,'399300,沪深300,3801.3098,3838.0578,3755.0099,3837.4259,3841.2659,-39.9561,-1.0402,12407591200,1.69E+11
2019/6/24,'399300,沪深300,3841.2659,3853.5452,3819.7692,3836.3051,3833.9383,7.3276,0.1911,10008462100,1.44E+11
2019/6/21,'399300,沪深300,3833.9383,3856.0856,3817.3068,3832.7321,3828.5183,5.42,0.1416,15363515500,2.00E+11
2019/6/20,'399300,沪深300,3828.5183,3845.7912,3717.1857,3718.9416,3715.9381,112.5802,3.0297,16887207300,2.28E+11
2019/6/19,'399300,沪深300,3715.9381,3771.347,3715.1331,3761.3381,3667.6185,48.3196,1.3175,12559571500,1.73E+11
2019/6/18,'399300,沪深300,3667.6185,3675.6452,3638.78,3661.1299,3654.8248,12.7937,0.35,7069226600,89472839848
2019/6/17,'399300,沪深300,3654.8248,3683.7743,3645.4982,3654.4433,3654.8799,-0.0551,-0.0015,7297667800,93092581298
2019/6/14,'399300,沪深300,3654.8799,3709.6521,3650.9096,3690.4763,3685.3933,-30.5134,-0.828,10181700400,1.17E+11
2019/6/13,'399300,沪深300,3685.3933,3697.5917,3654.2742,3689.5834,3691.0957,-5.7024,-0.1545,9633171800,1.10E+11
2019/6/12,'399300,沪深300,3691.0957,3711.8793,3683.9394,3706.8635,3719.2759,-28.1802,-0.7577,11917885300,1.32E+11
2019/6/11,'399300,沪深300,3719.2759,3723.1419,3617.5239,3617.5239,3610.7435,108.5324,3.0058,14348280600,1.81E+11
2019/6/10,'399300,沪深300,3610.7435,3623.7301,3568.2787,3578.0084,3564.6778,46.0657,1.2923,9237506100,1.17E+11
2019/6/6,'399300,沪深300,3564.6778,3601.0356,3557.0167,3601.0356,3597.105,-32.4272,-0.9015,8553440300,1.04E+11
2019/6/5,'399300,沪深300,3597.105,3634.4536,3593.9515,3627.7947,3598.4666,-1.3616,-0.0378,8864202000,1.15E+11
2019/6/4,'399300,沪深300,3598.4666,3636.128,3584.4612,3632.5602,3632.0127,-33.5461,-0.9236,8709709400,1.09E+11
2019/6/3,'399300,沪深300,3632.0127,3672.8136,3613.1274,3640.6126,3629.7893,2.2234,0.0613,10072318000,1.24E+11
